customer_id,recency,frequency,monetary,avg_order_value,tenure_days,R_score,F_score,M_score,RFM_score,RFM_sum,RFM_segment
15312,19,8,2005.34,17.287413793103447,340,4,5,4,454,13,Champions
15314,49,2,492.48,18.941538461538464,14,3,3,2,332,8,Potential Loyalists
15317,313,1,129.75,25.95,1,1,1,1,111,3,Lost Customers
15321,73,9,3961.42,18.511308411214955,237,2,5,5,255,12,Loyal Customers
15322,112,1,711.18,17.345853658536583,1,2,1,3,213,6,Lost Customers
15323,198,3,434.6,14.986206896551725,99,1,3,2,132,6,Lost Customers
15324,337,1,140.22000000000003,17.527500000000003,1,1,1,1,111,3,Lost Customers
15325,31,7,1439.72,8.180227272727272,265,4,5,4,454,13,Champions
15326,245,4,1388.81,13.8881,129,1,4,4,144,9,At Risk
15328,43,1,107.24,13.405,1,3,1,1,311,5,Lost Customers
15329,10,8,1909.13,19.68175257731959,350,5,5,4,554,14,Champions
15331,135,3,767.91,17.4525,109,2,3,3,233,8,Potential Loyalists
15332,2,6,4892.68,31.770649350649357,147,5,5,5,555,15,Champions
15336,37,1,240.5,16.033333333333335,1,3,1,1,311,5,Lost Customers
15337,47,1,373.02,17.762857142857143,1,3,1,2,312,6,Lost Customers
15338,313,1,277.93,4.791896551724138,1,1,1,2,112,4,Lost Customers
15339,57,5,1246.95,9.305597014925374,248,3,4,4,344,11,Loyal Customers
15340,197,1,105.5,15.071428571428571,1,1,1,1,111,3,Lost Customers
15341,85,1,382.2,54.6,1,2,1,2,212,5,Lost Customers
15346,61,2,343.7,17.185,5,3,3,2,332,8,Potential Loyalists
15347,2,4,1162.0,32.27777777777778,71,5,4,4,544,13,Champions
15350,9,2,547.6,18.25333333333333,9,5,3,3,533,11,Loyal Customers
15351,5,4,1770.23,12.124863013698633,62,5,4,4,544,13,Champions
15352,184,1,111.15,3.269117647058824,1,1,1,1,111,3,Lost Customers
15353,3,6,2336.0,7.511254019292605,370,5,5,5,555,15,Champions
15354,239,3,284.4,94.8,1,1,3,2,132,6,Lost Customers
15356,4,4,664.66,3.0349771689497715,54,5,4,3,543,12,Loyal Customers
15358,1,22,8703.21,15.031450777202071,366,5,5,5,555,15,Champions
15359,298,8,181.35,11.334375,30,1,5,1,151,7,At Risk
15361,162,3,270.15,90.05,17,2,3,2,232,7,Potential Loyalists
15362,84,2,613.08,15.327000000000002,290,2,3,3,233,8,Potential Loyalists
15363,8,2,678.11,19.37457142857143,120,5,3,3,533,11,Loyal Customers
15365,39,6,2242.81,21.565480769230767,269,3,5,5,355,13,Champions
15366,45,5,1786.57,19.006063829787237,241,3,4,4,344,11,Loyal Customers
15367,54,7,3203.74,17.41163043478261,311,3,5,5,355,13,Champions
15368,30,1,275.8,68.95,1,4,1,2,412,7,New Customers
15369,128,11,6251.26,105.9535593220339,239,2,5,5,255,12,Loyal Customers
15370,46,1,1352.96,27.0592,1,3,1,4,314,8,Potential Loyalists
15371,298,1,59.400000000000006,59.400000000000006,1,1,1,1,111,3,Lost Customers
15372,86,7,4009.66,133.65533333333332,213,2,5,5,255,12,Loyal Customers
15373,7,6,1002.93,14.748970588235292,215,5,5,4,554,14,Champions
15374,260,1,139.32,19.90285714285714,1,1,1,1,111,3,Lost Customers
15375,326,1,60.96,10.159999999999998,1,1,1,1,111,3,Lost Customers
15377,18,4,1211.75,57.70238095238095,32,4,4,4,444,12,Loyal Customers
15378,98,2,246.5,20.541666666666668,39,2,3,1,231,6,Lost Customers
15379,36,1,1174.55,17.02246376811594,1,3,1,4,314,8,Potential Loyalists
15380,1,7,1788.8,105.2235294117647,373,5,5,4,554,14,Champions
15381,59,3,1293.72,80.8575,159,3,3,4,334,10,Loyal Customers
15382,10,6,7777.84,23.56921212121212,360,5,5,5,555,15,Champions
15384,17,2,1385.38,17.991948051948054,210,4,3,4,434,11,Loyal Customers
15385,28,2,625.2,69.46666666666667,284,4,3,3,433,10,Loyal Customers
15387,128,1,468.65,23.4325,1,2,1,2,212,5,Lost Customers
15389,36,4,2233.8,446.7600000000001,281,3,4,5,345,12,Loyal Customers
15390,32,2,1216.66,15.80077922077922,12,4,3,4,434,11,Loyal Customers
15391,220,1,289.87,24.155833333333334,1,1,1,2,112,4,Lost Customers
15392,10,3,1376.09,22.934833333333334,56,5,3,4,534,12,Loyal Customers
15393,203,3,659.48,20.60875,156,1,3,3,133,7,Potential Loyalists
15394,31,7,3103.26,21.853943661971837,328,4,5,5,455,14,Champions
15396,219,1,508.2000000000001,254.1,1,1,1,3,113,5,Lost Customers
15400,56,3,586.1,39.07333333333334,140,3,3,3,333,9,Potential Loyalists
15401,88,2,216.95,15.49642857142857,116,2,3,1,231,6,Lost Customers
15402,23,4,1203.77,13.525505617977528,204,4,4,4,444,12,Loyal Customers
15403,127,2,170.88,21.36,238,2,3,1,231,6,Lost Customers
15404,11,1,257.06,16.06625,1,5,1,2,512,8,New Customers
15405,212,1,310.74,14.124545454545457,1,1,1,2,112,4,Lost Customers
15406,89,2,465.16,6.741449275362319,1,2,3,2,232,7,Potential Loyalists
15409,357,1,131.25,14.583333333333334,1,1,1,1,111,3,Lost Customers
15410,204,2,1234.88,30.872000000000003,31,1,3,4,134,8,Potential Loyalists
15413,327,5,6798.72,271.9488,47,1,4,5,145,10,Loyal Customers
15416,114,3,588.5,16.34722222222222,197,2,3,3,233,8,Potential Loyalists
15418,61,2,449.42,6.609117647058824,161,3,3,2,332,8,Potential Loyalists
15420,70,6,743.0,13.267857142857142,300,3,5,3,353,11,Loyal Customers
15421,21,6,2854.98,10.855437262357414,346,4,5,5,455,14,Champions
15422,15,5,1522.27,13.353245614035089,291,5,4,4,544,13,Champions
15423,217,2,223.39,18.61583333333333,39,1,3,1,131,5,Lost Customers
15424,99,1,214.44,13.4025,1,2,1,1,211,4,Lost Customers
15425,36,4,1941.12,13.574265734265737,263,3,4,4,344,11,Loyal Customers
15426,5,5,1134.85,4.934130434782609,216,5,4,4,544,13,Champions
15428,23,3,668.97,17.60447368421053,334,4,3,3,433,10,Loyal Customers
15430,103,2,954.75,26.52083333333333,60,2,3,3,233,8,Potential Loyalists
15431,138,1,153.24,76.62,1,2,1,1,211,4,Lost Customers
15432,177,1,149.57,24.92833333333333,1,1,1,1,111,3,Lost Customers
15434,10,6,1525.5800000000002,19.31113924050633,310,5,5,4,554,14,Champions
15437,276,1,193.29,16.1075,1,1,1,1,111,3,Lost Customers
15439,40,4,1269.05,22.264035087719297,248,3,4,4,344,11,Loyal Customers
15441,32,3,1254.21,22.00368421052632,334,4,3,4,434,11,Loyal Customers
15443,110,7,1900.64,7.512411067193677,168,2,5,4,254,11,Loyal Customers
15445,226,1,171.0,19.0,1,1,1,1,111,3,Lost Customers
15446,12,3,399.75,3.5691964285714284,349,5,3,2,532,10,Loyal Customers
15447,163,4,337.71000000000004,16.8855,97,2,4,2,242,8,At Risk
15448,310,1,294.17,14.00809523809524,1,1,1,2,112,4,Lost Customers
15451,70,2,226.86,3.781,164,3,3,1,331,7,Potential Loyalists
15452,26,3,1256.63,8.787622377622379,121,4,3,4,434,11,Loyal Customers
15454,254,1,126.89,8.459333333333333,1,1,1,1,111,3,Lost Customers
15455,233,1,38.25,19.125,1,1,1,1,111,3,Lost Customers
15456,39,7,1656.93,9.80431952662722,328,3,5,4,354,12,Loyal Customers
15458,38,1,208.8,34.800000000000004,1,3,1,1,311,5,Lost Customers
15459,53,2,202.83,28.97571428571429,80,3,3,1,331,7,Potential Loyalists
15461,96,2,429.7,214.85,170,2,3,2,232,7,Potential Loyalists
15462,81,1,502.45,16.74833333333333,1,2,1,3,213,6,Lost Customers
15465,5,15,5281.53,32.00927272727272,360,5,5,5,555,15,Champions
15466,25,3,1225.93,5.980146341463415,347,4,3,4,434,11,Loyal Customers
15468,28,1,962.97,17.19589285714286,1,4,1,3,413,8,New Customers
15469,74,1,335.70000000000005,17.668421052631583,1,2,1,2,212,5,Lost Customers
15470,211,1,63.42,15.855,1,1,1,1,111,3,Lost Customers
15471,16,2,837.53,10.213780487804875,170,4,3,3,433,10,Loyal Customers
15473,80,1,274.8,91.6,1,2,1,2,212,5,Lost Customers
15474,231,1,150.35,7.913157894736842,1,1,1,1,111,3,Lost Customers
15476,16,4,2209.98,27.974430379746835,62,4,4,5,445,13,Champions
15477,285,1,368.4,184.2,1,1,1,2,112,4,Lost Customers
15478,211,1,583.5600000000001,23.3424,1,1,1,3,113,5,Lost Customers
15479,369,1,147.4,16.37777777777778,1,1,1,1,111,3,Lost Customers
15480,101,4,5373.5,31.608823529411765,210,2,4,5,245,11,Loyal Customers
15481,37,1,1993.34,52.456315789473685,1,3,1,4,314,8,Potential Loyalists
15482,22,7,3537.6,69.36470588235294,350,4,5,5,455,14,Champions
15483,21,6,592.56,3.203027027027027,298,4,5,3,453,12,Loyal Customers
15484,176,2,1061.69,20.03188679245283,194,1,3,4,134,8,Potential Loyalists
15485,9,5,3186.01,43.0541891891892,364,5,4,5,545,14,Champions
15486,163,1,102.0,102.0,1,2,1,1,211,4,Lost Customers
15487,315,1,231.32,16.52285714285714,1,1,1,1,111,3,Lost Customers
15488,92,4,340.6,37.84444444444445,126,2,4,2,242,8,At Risk
15489,36,5,1285.3300000000002,20.08328125,292,3,4,4,344,11,Loyal Customers
15490,66,1,210.85,8.434,1,3,1,1,311,5,Lost Customers
15493,25,4,2168.27,6.712910216718266,265,4,4,5,445,13,Champions
15494,114,3,2422.02,9.84560975609756,250,2,3,5,235,10,Loyal Customers
15495,15,1,246.5,12.325,1,5,1,1,511,7,New Customers
15496,267,1,146.14,6.642727272727272,1,1,1,1,111,3,Lost Customers
15497,18,7,7395.19,69.7659433962264,338,4,5,5,455,14,Champions
15498,2,19,12633.18,27.643719912472648,356,5,5,5,555,15,Champions
15499,359,1,158.65,3.8695121951219513,1,1,1,1,111,3,Lost Customers
15501,40,2,399.95,5.796376811594203,10,3,3,2,332,8,Potential Loyalists
15502,4,5,3548.34,24.471310344827582,186,5,4,5,545,14,Champions
15503,362,1,116.26,2.279607843137255,1,1,1,1,111,3,Lost Customers
15504,156,3,349.87,6.860196078431373,144,2,3,2,232,7,Potential Loyalists
15506,17,3,1058.25,9.448660714285714,96,4,3,4,434,11,Loyal Customers
15509,16,1,152.41,5.861923076923077,1,4,1,1,411,6,New Customers
15512,26,2,210.58,8.423200000000001,285,4,3,1,431,8,Potential Loyalists
15513,1,18,12992.33,51.15090551181103,329,5,5,5,555,15,Champions
15514,15,7,2368.34,15.684370860927151,355,4,5,5,455,14,Champions
15515,23,1,171.81,24.544285714285717,1,4,1,1,411,6,New Customers
15518,15,7,2268.44,9.53126050420168,340,4,5,5,455,14,Champions
15519,19,2,344.61,9.313783783783784,63,4,3,2,432,9,Potential Loyalists
15521,36,8,4098.04,18.79834862385321,303,3,5,5,355,13,Champions
15523,24,15,16847.18,83.40188118811881,349,4,5,5,455,14,Champions
15524,242,1,151.4,18.925,1,1,1,1,111,3,Lost Customers
15525,9,2,430.78,5.983055555555556,9,5,3,2,532,10,Loyal Customers
15527,30,15,3126.36,18.720718562874254,329,4,5,5,455,14,Champions
15529,2,2,1116.72,8.092173913043478,27,5,3,4,534,12,Loyal Customers
15530,148,1,311.37,8.896285714285714,1,2,1,2,212,5,Lost Customers
15532,12,6,2174.12,5.940218579234973,173,5,5,5,555,15,Champions
15534,361,1,162.25,20.28125,1,1,1,1,111,3,Lost Customers
15535,40,2,541.47,9.335689655172414,44,3,3,3,333,9,Potential Loyalists
15536,45,1,259.09,16.193125,1,3,1,2,312,6,Lost Customers
15538,173,6,3358.4,239.8857142857143,125,2,5,5,255,12,Loyal Customers
15540,11,1,247.38,15.46125,1,5,1,1,511,7,New Customers
15542,148,3,855.71,3.786327433628319,225,2,3,3,233,8,Potential Loyalists
15543,95,1,114.4,4.085714285714286,1,2,1,1,211,4,Lost Customers
15544,8,12,4615.72,15.488993288590605,307,5,5,5,555,15,Champions
15545,7,1,135.32999999999998,4.365483870967742,1,5,1,1,511,7,New Customers
15546,242,2,1079.1,89.92500000000001,1,1,3,4,134,8,Potential Loyalists
15547,12,12,5146.45,8.079199372056515,357,5,5,5,555,15,Champions
15548,231,1,158.09,6.8734782608695655,1,1,1,1,111,3,Lost Customers
15549,57,5,652.7,13.887234042553192,276,3,4,3,343,10,Loyal Customers
15550,14,8,1635.42,9.39896551724138,357,5,5,4,554,14,Champions
15551,30,6,1243.75,10.910087719298245,155,4,5,4,454,13,Champions
15552,259,1,162.4,12.492307692307692,1,1,1,1,111,3,Lost Customers
15555,1,22,7267.83,9.402108667529108,368,5,5,5,555,15,Champions
15558,275,1,202.68,8.812173913043479,1,1,1,1,111,3,Lost Customers
15559,204,1,1109.4,17.893548387096775,1,1,1,4,114,6,Lost Customers
15560,33,2,153.52,15.352,1,4,3,1,431,8,Potential Loyalists
15561,19,4,1133.8,17.443076923076923,279,4,4,4,444,12,Loyal Customers
15562,60,2,536.88,16.7775,301,3,3,3,333,9,Potential Loyalists
15563,150,3,1459.02,10.132083333333334,166,2,3,4,234,9,Potential Loyalists
15564,99,2,70.74000000000001,17.685000000000002,212,2,3,1,231,6,Lost Customers
15566,28,2,227.87,18.989166666666662,331,4,3,1,431,8,Potential Loyalists
15569,26,5,2207.74,20.254495412844037,258,4,4,5,445,13,Champions
15570,5,14,5105.32,11.220483516483515,251,5,5,5,555,15,Champions
15571,22,10,3241.92,5.970386740331492,347,4,5,5,455,14,Champions
15572,16,3,1431.78,10.929618320610686,223,4,3,4,434,11,Loyal Customers
15573,254,3,597.23,5.238859649122807,110,1,3,3,133,7,Potential Loyalists
15574,8,3,774.84,4.234098360655738,92,5,3,3,533,11,Loyal Customers
15575,255,1,30.1,10.033333333333331,1,1,1,1,111,3,Lost Customers
15577,359,2,137.15,6.8575,2,1,3,1,131,5,Lost Customers
15579,19,3,923.03,8.168407079646018,49,4,3,3,433,10,Loyal Customers
15580,12,8,1375.39,6.112844444444445,293,5,5,4,554,14,Champions
15581,2,26,4076.97,7.293327370304115,371,5,5,5,555,15,Champions
15583,12,1,95.96,2.4605128205128204,1,5,1,1,511,7,New Customers
15584,35,2,547.34,5.585102040816327,270,4,3,3,433,10,Loyal Customers
15586,228,3,1139.1,29.976315789473688,108,1,3,4,134,8,Potential Loyalists
15587,28,3,608.4,121.68,99,4,3,3,433,10,Loyal Customers
15588,313,1,579.6,144.9,1,1,1,3,113,5,Lost Customers
15590,18,5,1496.6,17.20229885057471,224,4,4,4,444,12,Loyal Customers
15591,218,3,217.9,31.12857142857143,91,1,3,1,131,5,Lost Customers
15595,123,1,357.6,89.39999999999999,1,2,1,2,212,5,Lost Customers
15596,1,5,1723.45,17.40858585858586,134,5,4,4,544,13,Champions
15597,211,1,238.8,15.92,1,1,1,1,111,3,Lost Customers
15598,63,1,307.34,13.97,1,3,1,2,312,6,Lost Customers
15599,81,1,488.32,15.752258064516129,1,2,1,2,212,5,Lost Customers
15600,64,4,1199.31,16.89169014084507,165,3,4,4,344,11,Loyal Customers
15601,8,17,8183.56,17.713333333333335,365,5,5,5,555,15,Champions
15602,4,8,1932.64,23.56878048780488,369,5,5,4,554,14,Champions
15603,284,1,40.0,20.0,1,1,1,1,111,3,Lost Customers
15605,9,5,738.57,16.785681818181818,320,5,4,3,543,12,Loyal Customers
15606,26,8,2310.83,33.98279411764706,257,4,5,5,455,14,Champions
15607,179,8,1604.21,16.710520833333334,156,1,5,4,154,10,Loyal Customers
15608,51,1,692.3,15.384444444444444,1,3,1,3,313,7,Potential Loyalists
15611,19,13,1405.83,27.565294117647056,299,4,5,4,454,13,Champions
15613,246,1,433.72,16.063703703703702,1,1,1,2,112,4,Lost Customers
15614,73,4,3147.36,38.8562962962963,188,2,4,5,245,11,Loyal Customers
15615,26,24,10974.23,22.958640167364017,346,4,5,5,455,14,Champions
15616,74,1,317.11,24.39307692307693,1,2,1,2,212,5,Lost Customers
15617,32,3,828.5500000000001,19.727380952380955,111,4,3,3,433,10,Loyal Customers
15620,45,1,389.18,13.42,1,3,1,2,312,6,Lost Customers
15622,63,8,4143.05,17.191078838174274,218,3,5,5,355,13,Champions
15623,29,7,2136.02,24.000224719101123,335,4,5,4,454,13,Champions
15625,12,5,1702.14,15.907850467289718,165,5,4,4,544,13,Champions
15626,57,1,391.72,12.636129032258063,1,3,1,2,312,6,Lost Customers
15627,93,2,566.9,23.620833333333334,65,2,3,3,233,8,Potential Loyalists
15628,2,9,2782.02,17.06760736196319,359,5,5,5,555,15,Champions
15629,86,4,2240.9,29.102597402597404,82,2,4,5,245,11,Loyal Customers
15630,280,1,295.05,14.7525,1,1,1,2,112,4,Lost Customers
15631,278,1,596.67,15.299230769230768,1,1,1,3,113,5,Lost Customers
15633,145,13,4335.96,24.636136363636364,221,2,5,5,255,12,Loyal Customers
15634,19,1,311.1,16.373684210526317,1,4,1,2,412,7,New Customers
15635,31,1,100.35,50.175,1,4,1,1,411,6,New Customers
15636,73,2,719.82,22.494375,132,2,3,3,233,8,Potential Loyalists
15637,49,4,574.23,22.08576923076923,310,3,4,3,343,10,Loyal Customers
15638,14,6,2265.2,90.608,231,5,5,5,555,15,Champions
15639,87,2,639.76,14.54,153,2,3,3,233,8,Potential Loyalists
15640,8,15,11411.92,40.90293906810036,352,5,5,5,555,15,Champions
15641,32,8,3458.35,18.012239583333333,336,4,5,5,455,14,Champions
15642,365,1,105.78,17.63,1,1,1,1,111,3,Lost Customers
15645,50,2,443.16,27.6975,11,3,3,2,332,8,Potential Loyalists
15646,8,3,526.97,10.5394,38,5,3,3,533,11,Loyal Customers
15647,51,1,169.0,15.363636363636363,1,3,1,1,311,5,Lost Customers
15649,3,3,1354.35,135.435,19,5,3,4,534,12,Loyal Customers
15650,157,2,553.88,15.385555555555555,106,2,3,3,233,8,Potential Loyalists
15651,56,2,612.76,21.884285714285717,176,3,3,3,333,9,Potential Loyalists
15652,23,4,1068.2,13.187654320987654,97,4,4,4,444,12,Loyal Customers
15658,8,4,1399.37,20.578970588235297,363,5,4,4,544,13,Champions
15659,22,2,226.04,22.604,266,4,3,1,431,8,Potential Loyalists
15660,1,7,1212.13,17.07225352112676,306,5,5,4,554,14,Champions
15661,15,6,906.15,23.234615384615385,199,4,5,3,453,12,Loyal Customers
15662,297,2,283.73,23.644166666666667,77,1,3,2,132,6,Lost Customers
15664,85,3,867.6,16.369811320754717,200,2,3,3,233,8,Potential Loyalists
15665,47,3,1764.86,10.320818713450292,223,3,3,4,334,10,Loyal Customers
15666,108,2,632.94,9.446865671641792,23,2,3,3,233,8,Potential Loyalists
15670,192,1,152.15,21.735714285714288,1,1,1,1,111,3,Lost Customers
15672,361,1,45.3,15.1,1,1,1,1,111,3,Lost Customers
15673,87,5,3478.09,26.754538461538463,203,2,4,5,245,11,Loyal Customers
15674,53,8,4501.63,18.9942194092827,313,3,5,5,355,13,Champions
15675,40,1,218.35,15.596428571428572,1,3,1,1,311,5,Lost Customers
15677,57,2,648.4,16.625641025641023,42,3,3,3,333,9,Potential Loyalists
15678,31,2,1473.24,18.4155,127,4,3,4,434,11,Loyal Customers
15680,2,8,3173.9,16.88244680851064,371,5,5,5,555,15,Champions
15681,15,9,1563.54,44.67257142857143,185,4,5,4,454,13,Champions
15682,235,2,318.24,12.7296,88,1,3,2,132,6,Lost Customers
15683,109,1,330.79,20.674375,1,2,1,2,212,5,Lost Customers
15684,183,3,173.95,15.813636363636364,188,1,3,1,131,5,Lost Customers
15685,86,1,55.98,3.2929411764705883,1,2,1,1,211,4,Lost Customers
15686,56,1,90.0,90.0,1,3,1,1,311,5,Lost Customers
15688,54,1,190.57,7.058148148148148,1,3,1,1,311,5,Lost Customers
15689,253,1,266.93,17.795333333333335,1,1,1,2,112,4,Lost Customers
15691,30,3,434.5,36.208333333333336,338,4,3,2,432,9,Potential Loyalists
15693,295,1,37.5,37.5,1,1,1,1,111,3,Lost Customers
15694,1,12,4331.41,56.25207792207792,366,5,5,5,555,15,Champions
15695,233,2,721.0600000000001,19.48810810810811,83,1,3,3,133,7,Potential Loyalists
15696,59,5,1170.11,22.07754716981132,260,3,4,4,344,11,Loyal Customers
15697,325,1,246.75,17.625,1,1,1,1,111,3,Lost Customers
15698,260,1,46.2,23.1,1,1,1,1,111,3,Lost Customers
15702,112,2,140.39,4.679666666666666,205,2,3,1,231,6,Lost Customers
15704,138,2,1441.04,16.56367816091954,81,2,3,4,234,9,Potential Loyalists
15708,5,3,969.19,9.595940594059408,55,5,3,3,533,11,Loyal Customers
15709,225,1,194.6,9.266666666666666,1,1,1,1,111,3,Lost Customers
15710,53,1,898.87,8.171545454545454,1,3,1,3,313,7,Potential Loyalists
15711,192,2,420.25,16.81,128,1,3,2,132,6,Lost Customers
15712,15,7,2400.05,21.23938053097345,359,4,5,5,455,14,Champions
15713,2,3,654.09,15.57357142857143,357,5,3,3,533,11,Loyal Customers
15714,89,3,453.93,32.42357142857143,102,2,3,2,232,7,Potential Loyalists
15715,191,5,658.02,17.316315789473684,63,1,4,3,143,8,At Risk
15716,5,8,1913.55,9.289077669902913,362,5,5,4,554,14,Champions
15717,57,4,456.7000000000001,26.864705882352943,171,3,4,2,342,9,Potential Loyalists
15718,176,1,293.79,16.32166666666667,1,1,1,2,112,4,Lost Customers
15719,17,18,5165.9,6.157210965435041,357,4,5,5,455,14,Champions
15720,186,1,140.49,5.6196,1,1,1,1,111,3,Lost Customers
15722,81,6,3022.79,27.232342342342346,195,2,5,5,255,12,Loyal Customers
15723,47,3,740.0,8.705882352941176,162,3,3,3,333,9,Potential Loyalists
15724,36,1,92.6,15.433333333333332,1,3,1,1,311,5,Lost Customers
15726,26,1,321.91,13.99608695652174,1,4,1,2,412,7,New Customers
15727,23,8,4212.65,10.970442708333332,297,4,5,5,455,14,Champions
15728,15,2,544.6,45.38333333333333,64,4,3,3,433,10,Loyal Customers
15729,36,2,107.55,17.925,3,3,3,1,331,7,Potential Loyalists
15730,17,2,605.7,14.773170731707316,49,4,3,3,433,10,Loyal Customers
15731,189,1,125.3,15.6625,1,1,1,1,111,3,Lost Customers
15732,8,9,1387.95,15.421666666666669,301,5,5,4,554,14,Champions
15734,72,2,923.85,54.34411764705882,110,2,3,3,233,8,Potential Loyalists
15735,57,1,327.68,17.246315789473684,1,3,1,2,312,6,Lost Customers
15736,71,2,1767.12,17.671200000000002,1,2,3,4,234,9,Potential Loyalists
15738,8,26,8560.55,26.503250773993805,356,5,5,5,555,15,Champions
15741,94,2,208.62,17.385,160,2,3,1,231,6,Lost Customers
15742,255,1,156.87,3.82609756097561,1,1,1,1,111,3,Lost Customers
15747,11,6,1553.17,12.326746031746032,314,5,5,4,554,14,Champions
15748,85,2,465.45,29.090625,1,2,3,2,232,7,Potential Loyalists
15750,2,12,4330.461,12.164216292134832,371,5,5,5,555,15,Champions
15751,96,11,1380.44,10.618769230769232,272,2,5,4,254,11,Loyal Customers
15752,8,3,1557.96,7.989538461538462,84,5,3,4,534,12,Loyal Customers
15754,129,6,2579.04,25.039223300970875,161,2,5,5,255,12,Loyal Customers
15755,15,11,3628.87,15.777695652173913,356,4,5,5,455,14,Champions
15757,22,4,2225.94,15.040135135135136,160,4,4,5,445,13,Champions
15759,147,4,577.89,57.789,226,2,4,3,243,9,At Risk
15760,266,2,13916.34,6958.17,1,1,3,5,135,9,Potential Loyalists
15761,78,1,143.05,28.610000000000003,1,2,1,1,211,4,Lost Customers
15764,70,2,1223.11,17.726231884057974,44,3,3,4,334,10,Loyal Customers
15765,302,1,370.63,14.8252,1,1,1,2,112,4,Lost Customers
15766,92,2,516.0,34.4,225,2,3,3,233,8,Potential Loyalists
15768,112,31,14687.06,12.436121930567316,260,2,5,5,255,12,Loyal Customers
15769,7,21,32451.6,345.22978723404253,357,5,5,5,555,15,Champions
15770,248,1,321.45,17.858333333333334,1,1,1,2,112,4,Lost Customers
15771,240,3,1006.54,35.94785714285714,89,1,3,4,134,8,Potential Loyalists
15772,54,1,280.88,17.555,1,3,1,2,312,6,Lost Customers
15773,45,1,138.84,3.7524324324324327,1,3,1,1,311,5,Lost Customers
15774,54,5,1017.54,11.971058823529413,238,3,4,4,344,11,Loyal Customers
15775,267,1,45.6,22.8,1,1,1,1,111,3,Lost Customers
15777,32,3,715.5,39.75,172,4,3,3,433,10,Loyal Customers
15778,67,1,307.95000000000005,18.114705882352943,1,3,1,2,312,6,Lost Customers
15779,99,2,124.08,15.510000000000002,69,2,3,1,231,6,Lost Customers
15782,66,1,1399.36,77.74222222222221,1,3,1,4,314,8,Potential Loyalists
15784,103,2,848.33,19.72860465116279,204,2,3,3,233,8,Potential Loyalists
15785,15,11,3640.96,25.64056338028169,345,4,5,5,455,14,Champions
15786,53,2,3582.62,18.003115577889446,118,3,3,5,335,11,Loyal Customers
15788,144,1,221.83,15.845,1,2,1,1,211,4,Lost Customers
15789,67,5,1610.71,14.254070796460176,192,3,4,4,344,11,Loyal Customers
15791,165,3,1995.65,21.69184782608696,112,2,3,4,234,9,Potential Loyalists
15792,35,2,933.84,16.383157894736843,218,4,3,3,433,10,Loyal Customers
15793,14,5,1433.96,79.66444444444444,359,5,4,4,544,13,Champions
15794,372,2,777.0,51.8,1,1,3,3,133,7,Potential Loyalists
15795,66,7,1369.86,15.39168539325843,260,3,5,4,354,12,Loyal Customers
15796,10,9,2463.02,15.298260869565215,243,5,5,5,555,15,Champions
15797,217,2,613.6800000000001,153.42000000000002,100,1,3,3,133,7,Potential Loyalists
15798,128,3,1535.37,18.49843373493976,188,2,3,4,234,9,Potential Loyalists
15799,54,1,537.2,9.592857142857143,1,3,1,3,313,7,Potential Loyalists
15800,89,5,530.18,4.6102608695652165,165,2,4,3,243,9,At Risk
15803,81,3,1513.84,35.20558139534884,230,2,3,4,234,9,Potential Loyalists
15805,21,13,4660.75,20.264130434782608,343,4,5,5,455,14,Champions
15807,44,2,913.62,22.8405,257,3,3,3,333,9,Potential Loyalists
15808,5,18,14482.03,22.914604430379747,368,5,5,5,555,15,Champions
15809,95,2,758.6700000000001,32.985652173913046,75,2,3,3,233,8,Potential Loyalists
15810,22,4,1607.06,20.87090909090909,286,4,4,4,444,12,Loyal Customers
15811,1,2,1557.38,9.983205128205128,22,5,3,4,534,12,Loyal Customers
15812,71,7,3400.33,40.48011904761905,288,2,5,5,255,12,Loyal Customers
15814,29,2,689.11,26.50423076923077,210,4,3,3,433,10,Loyal Customers
15816,178,2,144.15,13.104545454545455,1,1,3,1,131,5,Lost Customers
15817,56,3,2766.4,18.2,122,3,3,5,335,11,Loyal Customers
15818,224,1,340.5,30.954545454545453,1,1,1,2,112,4,Lost Customers
15819,67,6,2029.34,14.812700729927007,200,3,5,4,354,12,Loyal Customers
15822,129,4,954.59,29.8309375,240,2,4,3,243,9,At Risk
15823,8,3,3882.17,25.04625806451613,358,5,3,5,535,13,Champions
15824,89,2,890.94,34.26692307692308,78,2,3,3,233,8,Potential Loyalists
15826,204,1,943.97,18.509215686274512,1,1,1,3,113,5,Lost Customers
15827,8,16,1957.98,16.87913793103448,328,5,5,4,554,14,Champions
15828,11,1,1108.82,14.984054054054052,1,5,1,4,514,10,Loyal Customers
15833,373,1,80.4,16.080000000000002,1,1,1,1,111,3,Lost Customers
15834,12,3,1539.24,14.659428571428572,47,5,3,4,534,12,Loyal Customers
15837,121,1,385.03,13.75107142857143,1,2,1,2,212,5,Lost Customers
15838,3,16,40519.92,964.76,357,5,5,5,555,15,Champions
15841,22,5,1518.35,33.74111111111111,343,4,4,4,444,12,Loyal Customers
15842,29,2,548.8000000000001,21.952,134,4,3,3,433,10,Loyal Customers
15845,172,3,714.51,19.8475,145,2,3,3,233,8,Potential Loyalists
15846,21,1,107.01,3.69,1,4,1,1,411,6,New Customers
15847,64,3,433.3,16.665384615384617,213,3,3,2,332,8,Potential Loyalists
